unitprice,area,year,direction,decoration,bedroom,hall,lavatory,storey,totalstorey,elevator,property,far,parkinglot,greening,fee,admdist,secdist,subway,school,business,amenity
30693,101,10,1,3,2,2,1,高层,14,1,1,1.2,400,0.4,1.2,松江,30723.63272,FALSE,FALSE,TRUE,FALSE
40541,111,2,1,3,3,2,2,高层,18,1,1,1.6,1200,0.4,2.9,松江,35896.36875,TRUE,FALSE,TRUE,TRUE
32800,125,10,1,3,3,2,2,中层,11,1,1,1.4,500,0.4,0.8,松江,36178.79613,FALSE,TRUE,FALSE,FALSE
41646,122.5,11,1,3,3,2,2,中层,16,1,1,1.5,500,0.47,1.2,松江,36178.79613,TRUE,FALSE,TRUE,FALSE
36332,86.2,10,1,3,2,2,1,中层,14,1,1,1.3,300,0.35,1.2,松江,36178.79613,TRUE,TRUE,TRUE,TRUE
32584,89,2,1,3,3,2,1,中层,11,1,1,1.5,1411,0.35,3.2,松江,28055.41818,FALSE,FALSE,TRUE,TRUE
37416,89,0,1,3,3,2,2,高层,8,1,1,1.4,1108,0.35,3.2,松江,35896.36875,TRUE,FALSE,TRUE,TRUE
46334,170.5,5,1,4,3,2,2,低层,18,1,1,1.6,200,0.4,2.3,松江,37622.62547,TRUE,TRUE,TRUE,TRUE
41411,163,11,1,3,4,2,2,高层,17,1,1,1.5,1031,0.38,1.5,松江,35117.38971,FALSE,TRUE,FALSE,FALSE
39581,93.5,6,1,3,3,2,1,高层,6,1,1,1.8,699,0.35,2.98,松江,37622.62547,TRUE,TRUE,TRUE,FALSE
31429,70,2,1,3,2,2,1,高层,16,1,1,1.5,1411,0.35,3.2,松江,28055.41818,TRUE,TRUE,TRUE,TRUE
33638,95.1,13,1,3,2,2,1,中层,6,1,1,1,555,0.4,1.3,松江,36178.79613,TRUE,TRUE,FALSE,FALSE
41548,112.6,7,1,3,3,2,2,中层,11,1,1,1.4,300,0.35,1.39,松江,37622.62547,TRUE,TRUE,TRUE,FALSE
33708,89,1,1,3,3,2,2,高层,8,1,1,1.6,1200,0.4,2.9,松江,35896.36875,TRUE,TRUE,TRUE,TRUE
39326,89,2,1,3,3,2,2,高层,9,1,1,1.6,1200,0.4,2.9,松江,35896.36875,TRUE,TRUE,TRUE,TRUE
36180,89,1,1,3,3,2,2,高层,8,1,1,1.4,1108,0.35,3.2,松江,35896.36875,TRUE,FALSE,TRUE,FALSE
27692,65,4,1,3,2,1,1,中层,15,1,1,1.3,463,0.48,1.5,松江,36178.79613,TRUE,TRUE,TRUE,TRUE
8438,32,4,1,3,2,2,1,中层,12,1,1,1.8,800,0.5,2.5,松江,30920.34375,TRUE,FALSE,TRUE,TRUE
39655,116,3,1,3,3,2,2,低层,18,1,1,0.8,1200,0.4,2.1,松江,36178.79613,FALSE,FALSE,TRUE,FALSE
37500,80,1,1,3,2,2,1,高层,8,1,1,1.4,1085,0.35,2.8,松江,35896.36875,FALSE,FALSE,TRUE,TRUE
41195,97.1,3,1,3,3,2,1,低层,14,1,1,1.5,100,0.35,3.7,松江,37622.62547,TRUE,TRUE,TRUE,TRUE
12308,65,3,1,3,3,2,2,中层,13,1,1,1.6,100,0.27,1,松江,30920.34375,TRUE,TRUE,FALSE,FALSE
39326,89,8,1,3,3,2,1,中层,12,1,1,1.8,147,0.46,1.8,松江,36178.79613,TRUE,TRUE,FALSE,FALSE
35831,79.5,19,1,3,2,2,1,高层,6,0,1,1.3,180,0.23,0.49,松江,36178.79613,TRUE,TRUE,FALSE,FALSE
49116,132.3,6,1,4,3,2,2,中层,15,1,1,1.5,2000,0.5,1.55,松江,36178.79613,TRUE,TRUE,TRUE,FALSE
39722,90.6,3,1,3,3,2,1,中层,14,1,1,1.8,699,0.35,2.98,松江,37622.62547,FALSE,TRUE,TRUE,TRUE
35211,142,11,1,3,3,2,2,高层,11,1,1,1.5,852,0.5,1.55,松江,36178.79613,TRUE,TRUE,TRUE,FALSE
13462,26,4,1,3,1,1,1,中层,13,1,1,1.7,300,0.4,1.2,松江,21790.86207,TRUE,FALSE,TRUE,TRUE
35393,89,0,1,3,3,2,2,中层,8,1,1,1.4,1108,0.35,3.2,松江,35896.36875,TRUE,FALSE,FALSE,FALSE
33655,89,9,1,3,3,2,1,中层,14,1,1,1.8,147,0.46,1.8,松江,36178.79613,TRUE,FALSE,TRUE,FALSE
38111,93.2,13,1,3,2,2,1,高层,12,1,1,1.4,1459,0.35,1.55,松江,36178.79613,TRUE,TRUE,TRUE,TRUE
24244,148.5,10,1,3,3,2,2,中层,14,1,1,1.4,500,0.38,1.4,松江,35117.38971,TRUE,TRUE,TRUE,TRUE
46064,85.8,3,1,3,3,2,1,高层,14,1,1,1.5,100,0.35,3.7,松江,37622.62547,TRUE,TRUE,TRUE,TRUE
38415,82,2,1,3,2,2,1,高层,8,1,1,1.4,1085,0.35,2.8,松江,35896.36875,FALSE,TRUE,TRUE,TRUE
33655,89,9,1,3,3,2,1,中层,14,1,1,1.8,147,0.46,1.8,松江,36178.79613,TRUE,TRUE,FALSE,FALSE
8438,32,4,1,3,2,2,1,中层,12,1,1,1.8,800,0.5,2.5,松江,30920.34375,TRUE,TRUE,TRUE,TRUE
39326,89,2,1,3,3,2,2,高层,9,1,1,1.6,1200,0.4,2.9,松江,35896.36875,TRUE,TRUE,TRUE,TRUE
38415,82,2,1,3,2,2,1,高层,8,1,1,1.4,1085,0.35,2.8,松江,35896.36875,TRUE,FALSE,FALSE,FALSE
28939,77.8,5,1,1,2,1,1,高层,14,1,1,2.2,300,0.35,1.45,松江,30723.63272,TRUE,FALSE,TRUE,TRUE
29915,117,11,1,4,2,2,2,高层,20,1,1,2.5,582,0.4,1.35,松江,35117.38971,TRUE,TRUE,TRUE,TRUE
37416,89,0,1,3,3,2,2,高层,8,1,1,1.4,1108,0.35,3.2,松江,35896.36875,TRUE,FALSE,TRUE,FALSE
40841,117.5,11,1,3,3,2,2,高层,16,1,1,1.5,2000,0.5,1.55,松江,36178.79613,FALSE,FALSE,TRUE,FALSE
40449,89,2,1,3,3,2,1,中层,17,1,0,1.6,1200,0.4,2.9,松江,35896.36875,TRUE,FALSE,TRUE,FALSE
35393,89,0,1,3,3,2,2,中层,8,1,1,1.4,1108,0.35,3.2,松江,35896.36875,TRUE,FALSE,FALSE,FALSE
46064,85.8,3,1,3,3,2,1,高层,14,1,1,1.5,100,0.35,3.7,松江,37622.62547,TRUE,TRUE,TRUE,TRUE
38636,90.6,10,1,3,2,2,1,中层,13,1,1,1.2,800,0.4,1.2,松江,36178.79613,FALSE,TRUE,TRUE,FALSE
40541,111,2,1,3,3,2,2,高层,18,1,1,1.6,1200,0.4,2.9,松江,35896.36875,FALSE,FALSE,TRUE,FALSE
26667,75,2,1,1,2,2,1,中层,11,1,1,1.5,1411,0.35,3.2,松江,28055.41818,FALSE,FALSE,TRUE,FALSE
31250,48,10,1,3,1,1,1,低层,14,1,1,0.9,120,0.35,2.5,松江,36178.79613,TRUE,TRUE,TRUE,FALSE
36792,106,6,1,3,3,2,2,高层,12,1,1,1.1,200,0.4,1.8,松江,35896.36875,FALSE,FALSE,TRUE,FALSE
38262,125.5,8,1,3,3,2,2,高层,14,1,1,1.5,200,0.5,1.4,松江,37622.62547,TRUE,TRUE,TRUE,TRUE
14545,55,9,1,3,2,1,1,中层,7,1,1,1.4,120,0.32,0.81,松江,23970.09091,TRUE,FALSE,FALSE,FALSE
37079,89,1,1,4,3,2,2,高层,10,1,1,1.6,1200,0.4,2.9,松江,35896.36875,TRUE,TRUE,TRUE,FALSE
31304,69,3,1,3,2,2,1,中层,18,1,1,1.5,1411,0.35,3.2,松江,28055.41818,TRUE,FALSE,FALSE,TRUE
27325,228.7,14,1,3,6,2,3,高层,12,1,1,1.6,285,0.35,0.75,松江,36178.79613,TRUE,FALSE,FALSE,TRUE
33638,95.1,13,1,3,2,2,1,中层,6,1,1,1,555,0.4,1.3,松江,36178.79613,FALSE,TRUE,TRUE,TRUE
26857,70,2,1,3,2,2,1,中层,16,1,1,1.5,1411,0.35,3.2,松江,28055.41818,TRUE,FALSE,TRUE,TRUE
24244,148.5,10,1,3,3,2,2,中层,14,1,1,1.4,500,0.38,1.4,松江,35117.38971,TRUE,TRUE,TRUE,TRUE
35831,79.5,19,1,3,2,2,1,高层,6,0,1,1.3,180,0.23,0.49,松江,36178.79613,TRUE,TRUE,TRUE,FALSE
28571,77,2,1,3,2,2,1,中层,24,1,1,1.5,1411,0.35,3.2,松江,28055.41818,TRUE,FALSE,TRUE,FALSE
41411,163,11,1,3,4,2,2,高层,17,1,1,1.5,1031,0.38,1.5,松江,35117.38971,TRUE,FALSE,FALSE,FALSE
13462,26,4,1,3,1,1,1,中层,13,1,1,1.7,300,0.4,1.2,松江,21790.86207,TRUE,FALSE,TRUE,TRUE
32289,83,0,1,3,2,2,1,高层,8,1,1,1.4,1085,0.35,2.8,松江,35896.36875,TRUE,FALSE,TRUE,TRUE
28434,197,13,1,3,4,2,3,高层,14,1,1,1.7,200,0.41,1.35,松江,37622.62547,TRUE,TRUE,TRUE,TRUE
45837,172.1,5,1,1,3,2,2,高层,17,1,1,1.6,200,0.4,2.3,松江,37622.62547,TRUE,TRUE,TRUE,TRUE
28571,77,2,1,3,2,2,1,中层,24,1,1,1.5,1411,0.35,3.2,松江,28055.41818,TRUE,FALSE,FALSE,FALSE
27386,60.3,7,1,3,1,1,1,中层,14,0,1,2.2,300,0.35,1.45,松江,30723.63272,TRUE,FALSE,TRUE,TRUE
41548,112.6,8,1,3,3,2,2,高层,11,1,1,1.4,300,0.35,1.39,松江,37622.62547,TRUE,TRUE,TRUE,TRUE
27253,68.3,7,1,1,2,1,1,中层,11,1,1,2.2,300,0.35,1.45,松江,30723.63272,FALSE,TRUE,TRUE,TRUE
38262,125.5,7,1,3,3,2,2,高层,11,1,1,1.5,200,0.5,1.4,松江,37622.62547,TRUE,TRUE,TRUE,TRUE
31250,48,10,1,3,1,1,1,低层,14,1,1,0.9,120,0.35,2.5,松江,36178.79613,TRUE,TRUE,FALSE,FALSE
29572,55.1,5,1,3,1,1,1,中层,18,1,1,1.5,500,0.4,1.5,松江,30723.63272,TRUE,FALSE,FALSE,TRUE
34952,90.4,10,1,3,3,2,1,低层,14,1,1,1.7,1656,0.42,1.38,松江,36178.79613,TRUE,TRUE,FALSE,FALSE
29106,96.2,14,1,2,2,2,1,低层,6,0,1,1.2,700,0.39,0.8,松江,35117.38971,TRUE,TRUE,TRUE,TRUE
39130,92,1,1,4,3,2,2,中层,8,0,1,1.4,1085,0.35,2.8,松江,35896.36875,FALSE,FALSE,TRUE,TRUE
33652,89,1,1,3,3,2,2,中层,8,1,1,1.4,1108,0.35,3.2,松江,35896.36875,TRUE,FALSE,FALSE,TRUE
38781,108.3,6,1,3,3,2,2,低层,8,1,1,1.5,100,0.35,3.7,松江,37622.62547,TRUE,TRUE,TRUE,TRUE
33708,89,1,1,3,3,2,2,高层,8,1,1,1.4,1108,0.35,3.2,松江,35896.36875,TRUE,TRUE,FALSE,FALSE
36180,89,1,1,3,3,2,2,高层,8,1,1,1.4,1108,0.35,3.2,松江,35896.36875,TRUE,FALSE,TRUE,FALSE
33913,92,3,1,3,3,2,1,中层,14,1,1,1.8,699,0.35,2.98,松江,37622.62547,TRUE,TRUE,TRUE,FALSE
33708,89,3,1,3,3,2,2,高层,8,1,1,1.6,1200,0.4,2.9,松江,35896.36875,TRUE,FALSE,TRUE,TRUE
34940,83,3,1,3,2,2,1,高层,8,1,1,1.4,1085,0.35,2.8,松江,35896.36875,TRUE,FALSE,TRUE,FALSE
29876,60.3,6,1,4,1,1,1,高层,14,1,1,2.2,300,0.35,1.45,松江,30723.63272,FALSE,TRUE,TRUE,TRUE
33133,83,2,1,3,2,2,1,中层,8,1,1,1.4,1085,0.35,2.8,松江,35896.36875,FALSE,TRUE,TRUE,FALSE
17500,56,9,1,3,2,1,1,中层,12,1,1,1.5,50,0.3,0.8,松江,27031.64865,TRUE,TRUE,TRUE,TRUE
39130,92,1,1,4,3,2,2,中层,8,0,1,1.4,1085,0.35,2.8,松江,35896.36875,FALSE,FALSE,TRUE,TRUE
33708,89,1,1,3,3,2,2,高层,8,1,1,1.6,1200,0.4,2.9,松江,35896.36875,TRUE,FALSE,FALSE,FALSE
28571,70,2,1,2,2,1,1,中层,16,1,1,1.5,1411,0.35,3.2,松江,28055.41818,TRUE,FALSE,FALSE,TRUE
27857,70,2,1,2,2,1,1,低层,16,1,1,1.5,1411,0.35,3.2,松江,28055.41818,FALSE,FALSE,TRUE,FALSE
30357,112,4,1,3,3,2,2,高层,8,1,1,1.4,700,0.36,3.7,松江,35117.38971,TRUE,TRUE,FALSE,FALSE
33708,89,1,1,3,3,2,2,高层,8,1,1,1.6,1200,0.4,2.9,松江,35896.36875,TRUE,FALSE,FALSE,FALSE
32973,92.5,9,1,3,2,2,1,高层,13,1,1,1.8,147,0.46,1.8,松江,36178.79613,TRUE,TRUE,TRUE,FALSE
34375,80,1,1,3,2,2,1,中层,12,1,1,1.4,1108,0.35,3.2,松江,35896.36875,TRUE,TRUE,FALSE,FALSE
37079,89,1,1,3,3,2,2,高层,8,1,1,1.4,1108,0.35,3.2,松江,35896.36875,TRUE,FALSE,TRUE,FALSE
33708,89,1,1,3,3,2,2,高层,8,1,1,1.4,1108,0.35,3.2,松江,35896.36875,TRUE,TRUE,FALSE,FALSE
32584,89,1,1,3,3,2,2,高层,8,1,1,1.4,1108,0.35,3.2,松江,35896.36875,TRUE,TRUE,FALSE,FALSE
34941,186,8,1,1,3,2,2,中层,23,1,1,3.8,895,0.35,2.9,松江,35117.38971,TRUE,TRUE,TRUE,FALSE
34607,89,1,1,3,3,2,2,中层,8,1,1,1.4,1108,0.35,3.2,松江,35896.36875,TRUE,TRUE,FALSE,TRUE
27236,67.2,8,1,3,2,1,1,中层,13,1,1,2.2,300,0.35,1.2,松江,30723.63272,TRUE,TRUE,TRUE,TRUE
34152,93.7,9,1,3,3,2,1,高层,13,1,1,1.8,147,0.46,1.8,松江,36178.79613,TRUE,FALSE,TRUE,TRUE
36180,89,1,1,3,3,2,2,高层,8,1,1,1.4,1108,0.35,3.2,松江,35896.36875,TRUE,FALSE,TRUE,FALSE
33652,89,1,1,3,3,2,2,中层,8,1,1,1.4,1108,0.35,3.2,松江,35896.36875,FALSE,FALSE,FALSE,FALSE
28571,70,1,1,3,2,2,1,中层,15,1,1,1.5,1411,0.35,3.2,松江,28055.41818,FALSE,FALSE,TRUE,FALSE
33898,118,15,1,3,3,2,2,中层,6,1,1,1.2,700,0.39,0.8,松江,35117.38971,TRUE,TRUE,TRUE,FALSE
25806,62,12,1,3,1,2,1,中层,6,1,1,1.2,60,0.3,0.8,松江,27031.64865,TRUE,FALSE,TRUE,TRUE
28325,88.3,2,1,3,3,2,1,中层,6,1,1,1,200,0.35,3,松江,30920.34375,FALSE,TRUE,TRUE,TRUE
34068,118,3,1,3,3,3,4,低层,18,1,1,1.5,624,0.35,4,松江,28055.41818,TRUE,TRUE,FALSE,FALSE
9600,17,6,1,3,1,1,1,中层,18,1,1,1.7,300,0.4,1.2,松江,21790.86207,TRUE,TRUE,TRUE,TRUE
26000,70,1,1,3,2,2,1,高层,18,1,1,1.5,1411,0.35,3.2,松江,28055.41818,TRUE,FALSE,TRUE,TRUE
31520,111,3,1,3,2,2,1,中层,18,1,1,2.5,100,0.35,2.8,松江,37622.62547,TRUE,TRUE,TRUE,FALSE
10703,37,9,1,3,2,2,1,中层,12,1,1,1.8,200,0.3,1.2,松江,30920.34375,TRUE,TRUE,TRUE,TRUE
8485,66,7,1,3,2,2,1,中层,7,1,1,1.8,800,0.5,2.5,松江,30920.34375,TRUE,FALSE,TRUE,TRUE
28571,70,1,1,3,2,2,1,中层,16,1,1,1.5,1411,0.35,3.2,松江,28055.41818,FALSE,FALSE,TRUE,TRUE
28571,70,1,1,3,2,2,1,中层,15,1,1,1.5,1411,0.35,3.2,松江,28055.41818,TRUE,TRUE,TRUE,FALSE
30978,92,3,1,3,3,2,2,高层,16,1,1,1.8,147,0.46,1.8,松江,36178.79613,FALSE,FALSE,TRUE,TRUE
29245,53,10,1,2,1,1,1,低层,18,1,1,2.2,200,0.35,1.2,松江,30723.63272,TRUE,TRUE,TRUE,TRUE
25517,58,20,1,3,2,1,1,中层,6,1,1,1.9,50,0.35,0.6,松江,27031.64865,TRUE,TRUE,TRUE,FALSE
34783,92,0,1,1,3,2,1,中层,14,1,1,1.8,147,0.46,1.8,松江,36178.79613,TRUE,FALSE,FALSE,FALSE
26761,71,7,1,3,2,1,1,低层,14,1,1,3.6,79,0.27,1.5,松江,30723.63272,TRUE,FALSE,TRUE,TRUE
25000,58,16,1,3,2,2,1,中层,6,1,1,1.8,40,0.35,0.8,松江,27031.64865,TRUE,FALSE,TRUE,TRUE
35433,127,12,1,3,3,2,2,中层,18,1,1,1.3,200,0.48,1,松江,37622.62547,TRUE,TRUE,TRUE,FALSE
34851,89,1,1,3,3,2,2,高层,13,1,1,1.8,147,0.46,1.8,松江,36178.79613,TRUE,TRUE,FALSE,FALSE
30000,50,9,1,3,2,2,1,中层,6,1,1,1.4,700,0.35,1.5,松江,27031.64865,TRUE,FALSE,TRUE,TRUE
10980,51,4,1,3,3,2,2,低层,6,0,1,1.6,300,0.3,1.2,松江,23970.09091,TRUE,TRUE,TRUE,TRUE
8833,60,7,1,3,2,1,1,中层,9,1,1,1.8,120,0.32,0.5,松江,23970.09091,TRUE,FALSE,TRUE,TRUE
31439,89.1,16,1,3,2,2,1,中层,11,1,1,1.2,780,0.35,0.85,松江,35117.38971,FALSE,FALSE,TRUE,FALSE
40541,111,2,1,3,3,2,2,高层,18,1,1,1.6,1200,0.4,2.9,松江,35896.36875,TRUE,FALSE,TRUE,FALSE
37008,129.7,9,1,3,3,2,2,中层,11,1,1,1.4,300,0.35,1.39,松江,37622.62547,TRUE,TRUE,TRUE,TRUE
38297,88.8,10,1,3,2,2,1,中层,13,1,1,1.2,800,0.4,1.2,松江,36178.79613,TRUE,TRUE,TRUE,FALSE
10444,45,5,1,3,2,2,1,高层,17,1,1,1.7,300,0.4,1.2,松江,21790.86207,TRUE,TRUE,TRUE,TRUE
34831,89,1,1,1,3,2,1,高层,15,1,1,1.5,1411,0.35,3.2,松江,28055.41818,TRUE,TRUE,TRUE,FALSE
17500,40,3,1,3,1,2,1,中层,6,1,1,1.4,120,0.32,0.81,松江,23970.09091,TRUE,FALSE,TRUE,FALSE
16948,68.2,6,1,3,2,2,1,中层,12,1,1,1.5,100,0.32,0.8,松江,28055.41818,FALSE,TRUE,TRUE,TRUE
33333,75,3,1,3,2,2,1,低层,15,1,1,1.8,147,0.46,1.8,松江,36178.79613,TRUE,TRUE,TRUE,FALSE
32833,60,3,1,3,3,2,2,低层,8,1,1,1.4,1108,0.35,3.2,松江,35896.36875,TRUE,FALSE,TRUE,FALSE
26404,89,1,1,3,3,2,2,高层,15,1,1,1.5,1411,0.35,3.2,松江,28055.41818,TRUE,FALSE,TRUE,FALSE
27857,70,1,1,3,2,2,1,低层,18,1,1,1.5,1411,0.35,3.2,松江,28055.41818,TRUE,TRUE,TRUE,TRUE
37079,89,1,1,3,3,2,2,高层,10,1,1,1.6,1200,0.4,2.9,松江,35896.36875,TRUE,FALSE,TRUE,FALSE
31325,95.8,8,1,3,2,2,1,高层,14,1,1,1.6,500,0.2,1.45,松江,36178.79613,TRUE,TRUE,TRUE,FALSE
37079,89,1,1,3,2,2,1,中层,11,1,1,1.4,1108,0.35,3.2,松江,35896.36875,FALSE,FALSE,FALSE,FALSE
36385,108.6,13,1,3,2,2,1,中层,14,1,1,1.5,473,0.4,1.5,松江,36178.79613,FALSE,FALSE,FALSE,FALSE
40860,93,2,1,3,3,2,1,高层,8,1,1,1.4,1085,0.35,2.8,松江,35896.36875,FALSE,FALSE,TRUE,TRUE
30303,99,11,1,3,3,2,1,低层,18,1,1,1.6,1000,0.46,1.4,松江,35896.36875,TRUE,FALSE,TRUE,TRUE
24967,68.9,6,1,1,2,1,1,中层,18,1,1,2.5,300,0.35,0.5,松江,30723.63272,TRUE,FALSE,FALSE,TRUE
24792,50.4,4,1,1,1,1,1,中层,28,1,1,2.5,300,0.35,0.5,松江,30723.63272,FALSE,FALSE,TRUE,FALSE
37528,114.6,13,1,3,3,2,2,中层,6,0,1,1,555,0.4,1.3,松江,36178.79613,TRUE,FALSE,FALSE,FALSE
25923,65.6,6,1,1,2,1,1,低层,28,1,1,2.5,300,0.35,0.5,松江,30723.63272,FALSE,FALSE,TRUE,FALSE
32247,180.5,3,1,4,4,2,2,中层,12,1,1,1.2,100,0.36,2.9,松江,23970.09091,FALSE,FALSE,TRUE,FALSE
28571,70,1,1,3,2,2,1,中层,16,1,1,1.5,1411,0.35,3.2,松江,28055.41818,TRUE,FALSE,FALSE,TRUE
31461,89,2,1,3,3,2,2,中层,16,1,1,1.5,1411,0.35,3.2,松江,28055.41818,TRUE,FALSE,TRUE,FALSE
29162,94.3,5,1,4,3,1,1,高层,14,1,0,2.2,300,0.35,1.45,松江,30723.63272,TRUE,TRUE,TRUE,FALSE
37191,89,1,1,3,3,2,2,高层,8,1,1,1.4,1108,0.35,3.2,松江,35896.36875,TRUE,FALSE,TRUE,TRUE
41548,112.6,9,1,3,3,2,2,中层,11,1,1,1.4,300,0.35,1.39,松江,37622.62547,FALSE,TRUE,TRUE,TRUE
29055,137.7,13,1,3,3,2,2,低层,14,1,1,1.6,285,0.35,0.75,松江,36178.79613,TRUE,FALSE,TRUE,FALSE
39326,89,1,1,3,3,2,2,高层,8,1,1,1.4,1108,0.35,3.2,松江,35896.36875,TRUE,FALSE,FALSE,FALSE
36180,89,1,1,3,3,2,2,高层,8,1,1,1.4,1108,0.35,3.2,松江,35896.36875,FALSE,TRUE,TRUE,FALSE
29972,56.7,18,1,2,1,1,1,高层,16,0,1,1.5,500,0.4,1.5,松江,30723.63272,TRUE,FALSE,TRUE,FALSE
28703,52.3,4,1,1,1,1,1,高层,18,1,1,2.1,300,0.37,1.45,松江,30723.63272,FALSE,FALSE,TRUE,FALSE
29930,88.5,7,1,3,2,2,1,高层,18,1,1,1.1,1870,0.4,1.8,松江,35896.36875,FALSE,FALSE,FALSE,TRUE
29213,89,1,1,3,3,2,1,中层,17,1,1,1.5,1411,0.35,3.2,松江,28055.41818,TRUE,TRUE,TRUE,TRUE
40225,89,1,1,3,3,2,2,高层,8,1,1,1.4,1108,0.35,3.2,松江,35896.36875,TRUE,TRUE,TRUE,TRUE
32878,100,5,1,3,2,2,1,高层,14,1,1,1.7,1656,0.42,1.38,松江,36178.79613,FALSE,FALSE,TRUE,FALSE
38804,89.9,10,1,3,2,2,1,高层,18,1,1,1.5,200,0.5,1.4,松江,37622.62547,TRUE,TRUE,TRUE,TRUE
45896,174.1,5,1,4,4,2,2,低层,18,1,1,1.6,200,0.4,2.3,松江,37622.62547,TRUE,TRUE,TRUE,TRUE
37719,90.1,8,1,3,2,2,1,低层,18,1,1,1.5,200,0.5,1.4,松江,37622.62547,FALSE,TRUE,TRUE,FALSE
37083,40.5,12,1,4,1,1,1,低层,15,1,1,1.8,200,0.4,2.2,松江,36178.79613,TRUE,FALSE,TRUE,FALSE
36406,206,13,1,4,4,2,3,高层,24,1,1,3.8,895,0.35,2.9,松江,35117.38971,TRUE,FALSE,TRUE,TRUE
12346,81,9,1,3,3,2,2,高层,8,1,1,1.6,300,0.3,1.2,松江,23970.09091,TRUE,TRUE,TRUE,TRUE
39804,89.9,10,1,3,2,2,1,中层,18,1,1,1.5,200,0.5,1.4,松江,37622.62547,FALSE,FALSE,FALSE,FALSE
29317,90.4,6,1,3,2,1,1,低层,18,1,1,1.2,50,0.27,0.5,松江,36178.79613,TRUE,TRUE,FALSE,FALSE
37719,90.1,8,1,3,2,2,1,低层,18,1,1,1.5,200,0.5,1.4,松江,37622.62547,TRUE,TRUE,TRUE,TRUE
35393,89,1,1,3,3,2,2,高层,8,1,1,1.4,1108,0.35,3.2,松江,35896.36875,TRUE,TRUE,FALSE,FALSE
43195,60,11,1,3,1,1,1,低层,14,1,1,1.5,500,0.47,1.2,松江,36178.79613,TRUE,FALSE,FALSE,FALSE
28719,88.8,7,1,1,3,2,1,高层,18,1,1,2.2,300,0.4,1.2,松江,30723.63272,TRUE,FALSE,TRUE,TRUE
31766,47.2,8,1,2,1,1,1,高层,9,1,1,2.2,300,0.35,1.2,松江,30723.63272,TRUE,TRUE,FALSE,FALSE
35300,127.5,13,1,2,3,2,2,高层,13,1,1,1.6,320,0.35,1.4,松江,35117.38971,TRUE,TRUE,TRUE,TRUE
40957,94,11,1,3,2,2,1,高层,11,1,1,1.5,852,0.5,1.55,松江,36178.79613,FALSE,TRUE,TRUE,FALSE
43378,65.2,13,1,3,1,2,1,中层,18,1,1,1.3,200,0.48,1,松江,37622.62547,TRUE,TRUE,TRUE,TRUE
45896,174.1,5,1,4,4,2,2,低层,18,1,1,1.6,200,0.4,2.3,松江,37622.62547,TRUE,TRUE,TRUE,TRUE
26504,77,5,1,1,2,1,1,中层,14,1,0,2.2,300,0.35,1.45,松江,30723.63272,FALSE,FALSE,TRUE,TRUE
11607,56,7,1,3,2,1,1,高层,8,1,1,1.7,300,0.4,1.2,松江,21790.86207,TRUE,FALSE,TRUE,FALSE
34548,89.7,11,1,3,2,2,1,中层,8,1,1,1,555,0.4,1.3,松江,36178.79613,FALSE,TRUE,TRUE,FALSE
31536,95.1,14,1,3,2,2,1,中层,6,1,1,1,555,0.4,1.3,松江,36178.79613,TRUE,FALSE,FALSE,FALSE
39844,64,9,1,3,1,2,1,高层,18,1,1,2.5,759,0.2,1.5,松江,37622.62547,FALSE,TRUE,FALSE,FALSE
39691,90.7,4,1,3,3,2,1,低层,16,1,1,1.8,699,0.35,2.98,松江,37622.62547,TRUE,TRUE,TRUE,FALSE
42949,125.7,9,1,3,3,2,2,低层,14,1,1,1.5,200,0.5,1.4,松江,37622.62547,TRUE,TRUE,TRUE,TRUE
23899,82.9,4,1,1,3,1,1,中层,28,1,1,2.5,300,0.35,0.5,松江,30723.63272,TRUE,TRUE,TRUE,FALSE
42521,91.3,7,1,3,3,2,1,中层,11,1,1,1.4,300,0.35,1.39,松江,37622.62547,FALSE,TRUE,TRUE,TRUE
41451,59.8,9,1,2,1,2,1,中层,14,1,1,1.5,200,0.5,1.4,松江,37622.62547,TRUE,TRUE,TRUE,TRUE
39143,127.5,4,1,3,3,2,2,高层,14,1,1,1.6,320,0.35,1.4,松江,35117.38971,FALSE,TRUE,TRUE,FALSE
28719,88.8,7,1,2,3,2,1,高层,18,1,1,2.2,300,0.4,1.2,松江,30723.63272,TRUE,FALSE,TRUE,TRUE
37330,98.6,13,1,3,3,2,1,低层,18,1,1,1.3,200,0.48,1,松江,37622.62547,FALSE,TRUE,TRUE,TRUE
34170,89.3,8,0,4,2,1,1,高层,18,1,1,1.5,500,0.4,1.5,松江,30723.63272,TRUE,FALSE,FALSE,TRUE
52185,64.8,6,1,3,1,2,1,中层,14,1,1,1.5,2000,0.5,1.55,松江,36178.79613,FALSE,FALSE,TRUE,FALSE
39143,127.5,4,1,3,3,2,2,高层,14,1,1,1.6,320,0.35,1.4,松江,35117.38971,TRUE,TRUE,FALSE,FALSE
39628,91.4,8,1,3,3,2,1,低层,11,1,1,1.4,300,0.35,1.39,松江,37622.62547,TRUE,TRUE,TRUE,FALSE
27575,94.3,13,1,3,2,2,1,高层,6,0,1,1.6,350,0.28,0.6,松江,37622.62547,TRUE,TRUE,TRUE,TRUE
32325,86.6,11,1,3,2,2,1,低层,14,1,1,0.6,400,0.35,1.9,松江,35117.38971,TRUE,TRUE,TRUE,TRUE
