"title","URL","unitprice","area","year","direction","decoration","category","bedroom","hall","lavatory","storey","totalstorey","elevator","property","community","far","parkinglot","greening","fee","admdist","secdist","address","subway","school","convenience","sellingpoint","opinion"
"一楼送花园 南北通风两房 送装修 拎包入住 低于市场价30万","https://shanghai.anjuke.com/prop/view/A1611656789?from=filter&spread=filtersearch&invalid=1&region_ids=9&position=393&kwtype=filter&now_time=1552831394",48077,52,31,"南","简单装修","普通住宅",2,1,1,"低层",6,"无","商品房","沈家桥小区",NA,NA,NA,NA,"杨浦","杨浦大桥","周家嘴路4450号,周家嘴路4430号,军工路沈家...",TRUE,FALSE,FALSE,"本户型为2房1厅1卫，南北户型，朝南房间约15㎡，阳光明媚，从早上晒到晚上。厨卫都有窗户，全明户型，通风系数高，不到温度很高的季节根本不用开空调。公摊面积小，导致套内实际使用面积大，非常适合居家自住。","特色
                                            【小区户型】本小区均为一梯两户楼 南北通透 主力60平小两房  楼间距50米 采光无遮挡
                                                            
                    
                                            【轨道交通】出小区160米到12号线宁国路地铁站 500米内就是欧尚购物中心大卖场 生活 交通购物和方便多公交车
                    
                    
                    
                    
                "
"近时尚中心，电梯房高楼层采光好，近12号地铁500米爱国路站","https://shanghai.anjuke.com/prop/view/A1615855303?from=filter&spread=filtersearch&invalid=1&region_ids=9&position=394&kwtype=filter&now_time=1552831394",47619,42,28,"南","简单装修","普通住宅",1,0,1,"高层",18,"有","商品房","纺平大楼小区",0.9,NA,0.42,2.5,"杨浦","杨浦大桥","平凉路2767弄,平凉路2771弄",TRUE,FALSE,TRUE,"价格优势:房东诚意出售，地铁口电梯一房，低于小区其他价格户型描述:主卧朝南，房子整体保养的很好，可以拎包入住。其他亮点:小区地理位置不错","特色
                                                            
                                            【生活配套】周边配套成熟，小区距离欧尚大卖场700米，步行400米到医院，周边餐饮商店一应俱全
                    
                                            【轨道交通】出门就是公交车站，12号线爱国路站仅有400米
                    
                    
                    
                    
                "
"值得关注，诚挚奉上，真实报价，看中可谈，看房随时，有更多房源","https://shanghai.anjuke.com/prop/view/A1615706430?from=filter-saleMetro&spread=filtersearch&invalid=1&region_ids=9&position=395&kwtype=filter&now_time=1552831394",69941,64.3,6,"南","精装修","普通住宅",2,1,1,"低层",28,"有","商品房","明月坊",2.2,544,0.33,1.7,"杨浦","杨浦大桥","河间路555弄",TRUE,FALSE,TRUE,"1.建筑面积：66.55平方2.户型介绍：两房朝南，客厅朝北，厨卫朝北，正宗板式房型3.房屋楼层：总高16层的15层4.装修情况：自住精装修5.业主报价：420万，置换出售，很有诚意","特色
                                            【小区户型】小区为动迁安置房，共六栋小高层和高层住宅组成，两梯八户，小区户型建筑面积在45-80平左右。
                                                            
                                            【生活配套】出小区步行50米到达欧尚大卖场，步行300到达百联滨江购物中心，步行500米到达七巧国商场。
                    
                                            【轨道交通】出小区步行550米到达地铁12号线宁国路站。
                    
                    
                    
                    
                "
"业主急售，新房已定，看房有钥匙，不是广告，小区中间位置，急售","https://shanghai.anjuke.com/prop/view/A1603475790?from=filter-saleMetro-salesxq&spread=filtersearch&invalid=1&region_ids=9&position=396&kwtype=filter&now_time=1552831394",50000,37,27,"南","简单装修","普通住宅",1,1,1,"高层",6,"无","商品房","杨家宅小区",1.1,150,0.3,0.6,"杨浦","杨浦大桥","平凉路1782弄",TRUE,FALSE,FALSE,"1：房型结构：1室1厅1厨1卫1阳台，2：房型特点：主卧朝南带阳台，厨房卫生间全明。3：房屋年代：1992年竣工4：房屋面积：37平米5：装修情况：简单装修6：产权问题：产证2人。无户口7：贷款情况：可贷款30年","特色
                                            【小区户型】小区为总高6楼的多层老工房，主打30-60的小户型。小区楼间距30米，采光无遮挡。楼栋之间排列有序。
                                                            
                    
                                            【轨道交通】小区距离12号地铁隆昌路站800米，可通向市中心和浦东。公交有25路和317路，可通向南崇明方向
                    
                    
                    
                    
                "
"走千家不如看一家！超高性价比！朝向南的好房子！随时看房！","https://shanghai.anjuke.com/prop/view/A1615849093?from=filter&spread=filtersearch&invalid=1&region_ids=9&position=397&kwtype=filter&now_time=1552831394",41791,67,27,"南北","精装修","普通住宅",2,1,1,"中层",6,"无","商品房","民星二村",1.5,NA,NA,0.8,"杨浦","中原","民星二村,民星路400弄,民星路420号",TRUE,TRUE,TRUE,"房屋介绍：房子是房东三年前的精装修！选材都是自己精挑细选的，自己住的保养得极好！周边配套轨道：8号线嫩江路站。中小学:民星路小学,国和小学,上海市杨浦区市光新村*小学,翔殷路小学,复旦实验中学,兰生复旦中学(新校区)商场:百联又一城购物中心,万达商业广场,大西洋百货","特色
                                            【小区户型】房子是一梯5户的，小区推出的户型是小户型，有电梯房，小区蝴蝶型房子比较多，房型可以，朝向不好
                                                                【小区设施】小区内有健身设施，有健身跑步器，内部车位比较少，实行的先到先得的政策，
                                        
                                            【生活配套】小区北门50米有邮局欧尚超市，让客户得到购物的到便利小区西门30米处有态平洋生活广场，快节奏生活必备
                    
                    
                    
                    
                                            【其他描述】小区物业是殷行物业，物业费多层0.5元/㎡/月，电梯房0.68元/㎡/月，服务好，清洁频率在一天一次
                    
                "
"臻房 3室2厅 送30万产权车位，小区花园位置，户型正气！","https://shanghai.anjuke.com/prop/view/A1615752839?from=filter-saleMetro&spread=filtersearch&invalid=1&region_ids=9&position=398&kwtype=filter&now_time=1552831394",50298,117.3,18,"南北","精装修","普通住宅",3,2,2,"高层",11,"有","商品房","全家福家园",1.8,110,0.31,1.1,"杨浦","东外滩","许昌路630弄",FALSE,FALSE,FALSE,"核心卖点1（房子信息）：产证面积117.3平！现在是3房2厅2卫的设计，厅南北通透！两个房间，一个卧室，2南一北的格局2（装修情况）：房子是业主2年前的新装修，和爱人一起监工完成的，装修花了30多万，找人设计装修的3（产权信息）：产权两个人，没有户口，，没有贷款，买入价218，税费很低的此房包含产权车位，以及家电家具全送！","特色
                                            【小区户型】小区有小户型61平小2房主推大户型！小区主推110平2房和130平大三房间距70米视野开阔采光充足！
                                                                【小区设施】小区自带儿童娱乐设施大型网球场，全部免费开放绿化率达50%
                                        
                    
                    
                    
                    
                    
                "
"精装修一房家电全送小区花园位置近市光路地铁站房东急售","https://shanghai.anjuke.com/prop/view/A1612407062?from=filter&spread=filtersearch&invalid=1&region_ids=9&position=399&kwtype=filter&now_time=1552831394",45638,42.1,24,"南","精装修","普通住宅",1,1,1,"中层",6,"有","公房","开鲁路382弄小区",1.1,30,0.3,1.2,"杨浦","中原","开鲁路382弄",TRUE,FALSE,TRUE,"房源介绍：1.此套位置好,周边配套齐全，出门即是地铁八号线，周边还有几大卖场在附近。出行公交更是便利，加上公园，菜市场就在周边，更是非常之便。2.主卧朝南，南北通透，采光优良，前后无遮挡，通风采光效果非常好，居家舒适健康！小区靠地铁、近公交，交通方便，环境优美。房东自住精装，拎包入住！3.楼层好，正气房型，交通方便，闹中取静！单价超低哦！","特色
                                            【小区户型】热门户型为73方的三居室房源。楼间距90米，视野好，采光佳，空气对流，带五米露台。
                                                            
                                            【生活配套】小区步行300米是中源城市广场，购物方便，步行600米是共青国家森林公园，适合跑步，散步。
                    
                    
                    
                    
                    
                "
"双轨交替 交通方便 地段好 业主急售 送固定车位","https://shanghai.anjuke.com/prop/view/A1615927173?from=filter&spread=filtersearch&invalid=1&region_ids=9&position=400&kwtype=filter&now_time=1552831394",48780,41,24,"南","精装修","普通住宅",1,1,1,"高层",7,"无","商品房","双辽支路60弄小区",NA,200,NA,1,"杨浦","鞍山","双辽支路60弄",TRUE,FALSE,TRUE,"真实价格，随时看房，房东诚售，如果真有诚意还可以谈的！2：房型正气，采光好，居住舒适，赢在起跑线，周边配套成熟！3：房东需要置换大房，房源紧张，先到先得。","特色
                                            【小区户型】小区主力面积40-70平方，南北全明。小区楼层为3层和7层。楼间距25米，采光充足。
                                                            
                                            【生活配套】小区100米到双辽菜市场。150米到新华医院。
                    
                                            【轨道交通】8号线鞍山新村站300米。多路公交。
                    
                    
                    
                    
                "
"楼层好   低于市场价30万房东非常诚心卖看房有钥匙","https://shanghai.anjuke.com/prop/view/A1615373563?from=filter-saleMetro-salesxq&spread=filtersearch&invalid=1&region_ids=9&position=401&kwtype=filter&now_time=1552831394",57707,78,20,"南","精装修","普通住宅",2,1,1,"中层",20,"有","商品房","凯阳公寓",4.2,30,0.35,0.8,"杨浦","江浦路","眉州路888弄",TRUE,FALSE,TRUE,"核心卖点【户型装修【产权信息】（经核验）此房产调已拉属于70年纯住宅性质，产权一人没有抵押没有贷款-更多好房请点击右上角我的头像进入我的网络店铺","特色
                                                            
                                            【生活配套】阳普霍山菜市场大概700米，800米内还有百联滨江购物中心，欧尚购物中心，苏宁易购，联华超市等。
                    
                                            【轨道交通】200米处就是12号地铁线宁国路站，周边公交：22，137，843，868，934路等，出行十分方便
                    
                    
                    
                    
                "
"珠江香樟南园 正对小区大花园 三房两卫 业主急售","https://shanghai.anjuke.com/prop/view/A1615686051?from=filter-saleMetro-salesxq&spread=filtersearch&invalid=1&region_ids=9&position=402&kwtype=filter&now_time=1552831394",63616,122.6,15,"南北","精装修","普通住宅",3,2,2,"低层",24,"有","商品房","珠江香樟南园",2.5,258,0.35,1.7,"杨浦","杨浦大桥","平凉路1889弄",FALSE,FALSE,FALSE,"小区中央位置，两房朝南一房北，厅南北通，带两个卫生间，房型上面没得挑，*！满五年唯一，差额*税，个税免征！税费极少！房东置换，急需首付，所以各方面条件都可以再谈！看房提前联系我，都可以安排！","特色
                                            【小区户型】小区共由26栋楼组成,主力户型：1房57平方米,2房91-98平方米,3房121-141平方米.
                                                                【小区设施】小区内设有小型儿童活动场地和老人活动场地,为居民的日常休闲娱乐提供一定的去处.
                                        
                    
                    
                    
                    
                    
                "
"东外滩板块南北通带阳台1室户精装修近地铁诚意出售","https://shanghai.anjuke.com/prop/view/A1607193234?from=filter-saleMetro&spread=filtersearch&invalid=1&region_ids=9&position=403&kwtype=filter&now_time=1552831394",48220,40.4,30,"南","简单装修","普通住宅",2,1,1,"高层",6,"无","商品房","眉州路515弄小区",1.9,105,0.38,1.5,"杨浦","东外滩","眉州路515弄",TRUE,FALSE,TRUE,"核心卖点户型介绍：户型正气，格局方正，使用率超赞！1、客厅宽敞舒适、阳光非常充足。2、卧室搭配的很新颖，使用率非常之高。3、厨房宽敞明亮，让您和家人有足够的空间展现私家厨艺。4.对我的房源感兴趣可以直接拨打右上角电话联系我。","特色
                                            【小区户型】本小区主力户型32平一房、49平两房，全部为总高6层楼梯房。楼间距30米左右，采光充足。
                                                            
                                            【生活配套】小区东门往东400米就是滨江百联购物中心，集吃喝玩乐购于一体的大型商业综合体。
                    
                    
                    
                    
                    
                "
"房东新房已买好 诚意出售 送30万装修 总价低3房 南北通","https://shanghai.anjuke.com/prop/view/A1614051898?from=filter-saleMetro&spread=filtersearch&invalid=1&region_ids=9&position=404&kwtype=filter&now_time=1552831394",63492,126,15,"南北","精装修","普通住宅",3,2,1,"低层",11,"有","商品房","文化佳园(公寓)",NA,500,0.51,1.38,"杨浦","黄兴公园","国权东路99弄",FALSE,FALSE,TRUE,"【房源介绍】本人实地看房确认1.房型：房型非常正，全明南北户型，2南一北，明亮宽敞！主卧朝南加阳台16平方，次卧11平，客厅有窗35平方，厨房有窗8平方，卫生间有窗6平方。超高。采光和通风效果让您无可挑剔，价格也优势，是难得出来的好房！2.楼层：此房位于小区位置好，采光好，无遮挡，居住适宜！3.装修：此房是房东自住！几年前的装修4.交易产调证明：满五（只需要差额*税，购房契税首套百分之一，二套3%）产权人签字都很方便！","特色
                                                            
                                            【生活配套】小区离占地63,3万亩的大型公园黄兴公园，里面划船，游戏园等
离黄兴体育馆350米，锻炼便捷！
                    
                    
                    
                                            【居民素质】小区户型较大，三代同堂较多，房子总价高，流动性不大，因为工作的性质，私有都会有来往，关系和睦！
                    
                    
                "
"精装修南北通 位于三楼 紧邻新华医院 地铁8号18号线","https://shanghai.anjuke.com/prop/view/A1607169954?from=filter&spread=filtersearch&invalid=1&region_ids=9&position=405&kwtype=filter&now_time=1552831394",49091,55,27,"南北","精装修","普通住宅",2,0,1,"高层",6,"无","商品房","双辽支路60弄小区",NA,200,NA,1,"杨浦","鞍山","双辽支路60弄",TRUE,FALSE,TRUE,"房型介绍：房型方正格局好1房朝南1房朝北全明采光很通透位置介绍：该房子在小区里位置很好靠近中心绿化不靠马路装修情况：上门实拍诚意出售","特色
                                            【小区户型】小区户型面积较小40到70平米，南北全明，楼层总高6到7楼，楼间距25米左右，采光好
                                                            
                                            【生活配套】小区门口出来沿双辽支路向东100米到双辽路菜市场，再向东150米是新华医院，生活，就医很方便
                    
                    
                    
                    
                    
                "
"房型正气，采光无遮挡，小区中间位置，业主急售，看房方便，地铁","https://shanghai.anjuke.com/prop/view/A1608588882?from=filter-saleMetro&spread=filtersearch&invalid=1&region_ids=9&position=406&kwtype=filter&now_time=1552831394",47368,38,27,"南","精装修","普通住宅",1,0,1,"低层",6,"无","商品房","眉州路515弄小区",1.9,105,0.38,1.5,"杨浦","东外滩","眉州路515弄",TRUE,FALSE,TRUE,"【税费】：产权满五年，过户成本低，业主置换急售。【房龄】：房屋年代：1992年竣工。【房型】：得房..率高，房型设计布局合理，户型方正，卧室朝南，厨卫全明。【装修】：精装修基本可以拎包入住。【位置】：此房在中间位置，不靠马路，安逸宁静，非常适合居家生活！","特色
                                            【小区户型】本小区主力户型32平一房、49平两房，全部为总高6层楼梯房。楼间距30米左右，采光充足。
                                                            
                                            【生活配套】小区东门往东400米就是滨江百联购物中心，集吃喝玩乐购于一体的大型商业综合体。
                    
                    
                    
                    
                    
                "
"信誉担保真 房实价！业主与我单线联系，看房我有钥匙。","https://shanghai.anjuke.com/prop/view/A1602416290?from=filter-saleMetro-salesxq&spread=filtersearch&invalid=1&region_ids=9&position=407&kwtype=filter&now_time=1552831394",55556,36,33,"东","简单装修","普通住宅",1,1,1,"中层",6,"有","商品房","长眉小区",NA,NA,0.32,0.55,"杨浦","江浦路","长阳路1389弄",TRUE,FALSE,FALSE,"1.此房满五年唯壹，没有个税，原本挂牌240万，现各中介挂225万，*网，*网可查，我这200万友情价！2.房型正气，朝南一房一厅，厨卫朝过道。3.一梯3户，得房高，公摊少，得房可达83.5%4.产权清晰，无戶口，无抵押，到价就签！款清交付！","特色
                                            【小区户型】小区主要是以35平一房跟50平两房的多层为主，总高7楼，该小区的楼栋间距在20米左右采光没有任何遮挡
                                                            
                    
                                            【轨道交通】小区距离宁国路地铁500米，可转地铁4号线，到浦东世纪大道，公交申川专线50，可到浦东陆家嘴。
                    
                    
                    
                    
                "
"幸福公寓 97年商品房中内环地铁口近欧尚朝正南一房主卧带阳台","https://shanghai.anjuke.com/prop/view/A1615587079?from=filter-saleMetro&spread=filtersearch&invalid=1&region_ids=9&position=408&kwtype=filter&now_time=1552831394",52105,38,22,"南","精装修","普通住宅",1,0,1,"高层",6,"无","商品房","幸福公寓",1.3,150,0.2,5,"杨浦","杨浦大桥","双阳路160弄",TRUE,FALSE,TRUE,"1:房子为1房户型客厅有面积10平左右带阳台主卧朝南15平带阳台2：房东诚意出售，因为置换郊区一手别墅，新房定金已付，就等这边卖出","特色
                                                            
                                            【生活配套】小区对面就是欧尚超市，距离马桥菜市场230米，七巧国广场800米，购物，吃饭，看电影，买菜都很方便。
                    
                                            【轨道交通】距离地铁12号线宁国路站，步行差不多250米，无缝对接上海各路地铁，出行非常方便。
                    
                    
                    
                    
                "
"业主卖掉房子回乡下，低于市场价80万，赠送产权车位，赠送家电","https://shanghai.anjuke.com/prop/view/A1613243360?from=filter-saleMetro-salesxq&spread=filtersearch&invalid=1&region_ids=9&position=409&kwtype=filter&now_time=1552831394",48649,74,15,"南北","精装修","普通住宅",2,2,1,"中层",12,"有","商品房","内江二村",2.3,90,0.24,1.25,"杨浦","控江路","内江二村1-41号",TRUE,TRUE,TRUE,"φ社区位置—附近地铁：暂无资料φ交通优势—地铁:8号线延吉中路公交:军工路控江路(135路/124路/59路/103路)、长白路图们路(6路)、延吉东路靖宇东路(308路夜班)四通八达φ社区优势—周边设施：小学:内江路第二小学：买菜，购物方便医院：周边医院:安图医院（二级乙等）、延吉地段医院（一级甲等）、控江医院（二级乙等）、上海江城医院（未知）、杨浦区市民体质监测指导、杨浦区精神卫生银行：取款机、银行方便小区内部配套：停车场设计独到雅观！φ业主情况—业主变现急售此房，房本产权资料全部在手并且我们已经核实过无任何问题款项好的可以谈价格","特色
                                                                                    【房屋品质】小区有88年和93年的房子，没有开裂漏水的现象。建筑是一级建筑资质，开发商是三建集团有限公司
                    
                                            【生活配套】小区西面是菜市场，离小区110米就是新华医院。北面就是紫荆广场，生活非常便利
                    
                                            【轨道交通】小区交通方便，步行100米左右是公交站，有多路公交车沿线：6路、220路、60路、大桥四线、812路
                    
                    
                    
                    
                "
"降价了 电梯房地铁8号线延吉中路 婚房装修 满五v一 电梯房","https://shanghai.anjuke.com/prop/view/A1609190394?from=filter-saleMetro-salesxq&spread=filtersearch&invalid=1&region_ids=9&position=410&kwtype=filter&now_time=1552831394",47957,48,20,"南","精装修","普通住宅",1,1,1,"低层",18,"有","商品房","延吉七村",1.8,150,0.38,0.5,"杨浦","黄兴公园","营口路113弄",TRUE,TRUE,TRUE,"房源详情（1）房型介绍：进门就是敞开式的厨房+餐厅，客厅非常大，卧室朝南，户型正气（详见户型图）。（2）房源亮点：地段非常优越（8号线延吉中路），装修非常到位（装修花了近25万），总价245万（业主急售性价比很高）。（3）税费产权：产证满5年，产权人张先生和父亲2个人名字，户口1个随时好迁走，款清即可交房。","特色
                                            【小区户型】延吉七村，，主力户型，35-70平方，一房朝南户型，二房朝南，南北户型，一梯四户。多少层小高层。
                                                                【小区设施】小区自带健身器材，健身器材在小区中心位置，有腰部健身器材，腰部健身器材，老年人活动中心，生活便利
                                        
                                            【生活配套】小区出门800米到黄兴路地铁站，1000米就是杨浦公园，向北大润发超市，公交车870路，浦东陆家嘴
                    
                    
                                            【附近学校】本小区对口，水丰小学，杨浦区区重点小学，师资雄厚，教师学历本科50%以上的占比
                    
                    
                    
                "
"朝南一门关 精装修拎包入住 业主非常急售哦 得房率高 采光好","https://shanghai.anjuke.com/prop/view/A1610847005?from=filter-saleMetro-salesxq&spread=filtersearch&invalid=1&region_ids=9&position=411&kwtype=filter&now_time=1552831394",47222,36,21,"南","简单装修","普通住宅",1,0,1,"中层",6,"无","商品房","杨家宅小区",1.1,150,0.3,0.6,"杨浦","杨浦大桥","平凉路1782弄",TRUE,FALSE,FALSE,"1、户型方正，日照充足，通透性2、豪华装修，无浪费面积3、高品质小区，环境优美，物业管理完善4、满5年，产权清晰，可以马上交易","特色
                                            【小区户型】小区为总高6楼的多层老工房，主打30-60的小户型。小区楼间距30米，采光无遮挡。楼栋之间排列有序。
                                                            
                    
                                            【轨道交通】小区距离12号地铁隆昌路站800米，可通向市中心和浦东。公交有25路和317路，可通向南崇明方向
                    
                    
                    
                    
                "
"楼层好   低于市场价30万房东非常诚心卖看房有钥匙","https://shanghai.anjuke.com/prop/view/A1616457860?from=filter-saleMetro&spread=filtersearch&invalid=1&region_ids=9&position=412&kwtype=filter&now_time=1552831394",61686,32.3,27,"南","简单装修","普通住宅",1,1,1,"高层",6,"无","商品房","内江路384弄小区",1.2,NA,0.35,1.5,"杨浦","控江路","内江路384弄",FALSE,FALSE,FALSE,"核心卖点【户型装修】【产权信息】（经核验）此房产调已拉属于70年纯住宅性质，产权一人没有抵押没有贷款-更多好房请点击右上角我的头像进入我的网络店铺"," "
"地铁口精装小户型 边套全明 楼层好采光无敌 随时看房","https://shanghai.anjuke.com/prop/view/A1602413467?from=filter-saleMetro&spread=filtersearch&invalid=1&region_ids=9&position=413&kwtype=filter&now_time=1552831394",47379,33.8,24,"南","简单装修","普通住宅",1,0,1,"高层",6,"无","商品房","眉州路515弄小区",1.9,105,0.38,1.5,"杨浦","东外滩","眉州路515弄",TRUE,FALSE,FALSE,"核心卖点户型介绍：户型正气，格局方正，使用率超赞！1、客厅宽敞舒适、阳光非常充足。2、卧室搭配的很新颖，使用率非常之高。3、厨房宽敞明亮，让您和家人有足够的空间展现私家厨艺。4.对我的房源感兴趣可以直接拨打右上角电话联系我。","特色
                                            【小区户型】小区里面全是总高6楼的多层，南北套户型比较多，双南户型，小户型比较好，楼间距要50米，采光很好
                                                            
                    
                                            【轨道交通】出小区门沿着眉州路走660米到12号线宁国路地铁站，往北走就是长阳路主干道
                    
                    
                    
                    
                "
"对口杨浦小学 小区环境好 全明 满五唯壹没有税费 看房随时","https://shanghai.anjuke.com/prop/view/A1613428406?from=filter-saleMetro&spread=filtersearch&invalid=1&region_ids=9&position=414&kwtype=filter&now_time=1552831394",58824,34,17,"南","精装修","普通住宅",1,2,1,"中层",15,"有","商品房","公园3000",1.5,400,0.38,1.87,"杨浦","黄兴公园","双阳北路288弄",FALSE,TRUE,TRUE,"【房源介绍】本户型为1房2厅1卫朝南户型，主卧朝南有15平米还带飘窗，客厅朝东带阳台有18平米，厨卫都是对外开窗户的，通透性很好，套内使用面积大，非常适合居住的。","特色
                                            【小区户型】小区以多层为主 房型1房到4房都有 还有中间排别墅 小区栋距大 采光影响少
                                                            
                                            【生活配套】出门100米大润发跟黄兴公园，东方蓝海商业 距离五角场合生汇约1.2公里
                    
                    
                                            【附近学校】杨浦小学，杨浦小学属区重点小学，师资力量强大！
对口中学；复旦实验中学。
                    
                    
                    
                "
"外滩滨江地段 品质住宅 稀有精小户型 业主降价30万出售","https://shanghai.anjuke.com/prop/view/A1605530733?from=filter-saleMetro&spread=filtersearch&invalid=1&region_ids=9&position=415&kwtype=filter&now_time=1552831394",72599,53.7,9,"南","精装修","普通住宅",1,1,1,"高层",19,"有","商品房","鼎隆公寓",NA,300,0.35,2.5,"杨浦","杨浦大桥","宁武路218弄",FALSE,FALSE,TRUE,"【税费】：产权满五年，过户成本低，业主置换急售。【房龄】：房屋年代：2010年竣工。【房型】：得房..率高，房型设计布局合理，户型方正，卧室朝南，厨卫全明。【装修】：精装修基本可以拎包入住。【位置】：此房在中间位置，不靠马路，安逸宁静，非常适合居家生活！","特色
                                                            
                                            【生活配套】杨浦区中心医院700米，平凉公园300米，800米欧尚超市，生活配套齐全。
                    
                    
                    
                    
                                            【其他描述】物业公司是上海庆隆物业管理有限公司，物业费是1.74元/㎡/月，物业管理严格。
                    
                "
"瀚杨苑  一梯两户南北通对口齐一   超高性价比 诚意出售","https://shanghai.anjuke.com/prop/view/A1614707971?from=filter-salesxq&spread=filtersearch&invalid=1&region_ids=9&position=416&kwtype=filter&now_time=1552831394",71000,100,18,"南北","简单装修","普通住宅",2,2,1,"中层",6,"无","商品房","瀚杨苑",2.2,100,0.35,1.6,"杨浦","东外滩","齐齐哈尔路568弄",TRUE,FALSE,TRUE,"1：建筑面积：100.95平米。齐一*房2：户型介绍：2房2厅1卫1阳台，客厅南北通透。3：总高6楼的，此房3楼，得房率高4：装修程度：居家装修可拎包入住","特色
                                            【小区户型】小区由19栋总高6楼楼层房组成，都是一梯两户，其中99平两房户型居多，楼间距40米，采光充足
                                                            
                    
                                            【轨道交通】距离12号线江浦公园站200米，出门50米有25路，27路，43路公交，近地铁，多路公交，出行很方便
                    
                    
                    
                    
                "
"广杭苑二期，南北通正气三房，一梯两户，正对花园，光照全天候！","https://shanghai.anjuke.com/prop/view/A1610847000?from=filter&spread=filtersearch&invalid=1&region_ids=9&position=417&kwtype=filter&now_time=1552831394",52567,130.5,20,"南","简单装修","普通住宅",3,2,1,"中层",7,"无","商品房","广杭苑",1.8,NA,NA,0.6,"杨浦","东外滩","眉州路135弄,杭州路66弄",FALSE,FALSE,TRUE,"高性价比房源，仅此一套，楼层好，户型好，采光好，单价低，户型介绍：3房2厅，两房朝南，一房朝北，客厅朝南带阳台，厨房、卫生间朝北，南北通透，户型正气。","特色
                                            【小区户型】商品房，分为三期。一期二期为多层总高7楼，三期兼有多层和小高层。小区绿化高，楼间距35米，采光很好。
                                                            
                                            【生活配套】小区距离滨江百联600米远，可提供餐饮娱乐服务。小区距杨浦中医院50米远，可提供医疗卫生服务。
                    
                    
                    
                    
                    
                "
"辽海小区 对口市东 豪华装修 全明户型 一梯两户 诚意出售","https://shanghai.anjuke.com/prop/view/A1616704108?from=filter-saleMetro&spread=filtersearch&invalid=1&region_ids=9&position=418&kwtype=filter&now_time=1552831394",55096,72.6,21,"南","精装修","普通住宅",2,1,1,"中层",7,"无","商品房","辽海小区",NA,100,0.35,0.5,"杨浦","东外滩","辽阳路189弄",TRUE,FALSE,TRUE,"价格优势:房东诚意出售，地铁口精装两房南北通自住免个税，低于小区其他价格户型描述:主卧朝南，次卧朝北。房子整体保养的很好，可以拎包入住。其他亮点:小区地理位置不错租售原因:业主已购新房，非常诚心出售。","特色
                                            【小区户型】一梯两户的房子，小区里面是多层的六楼，楼间距有80米，很宽，阳光采光都不会挡
                                                                【小区设施】小区三号楼的位置有篮球场，下班可以打球，几个朋友在一起可以促进感情
                                        
                                            【生活配套】小区在翡丽甲邸旁边，翡丽甲邸有 自己的商场配套，生活设施就在家门口50米的地方， 买菜生活出门就好
                    
                                            【轨道交通】房子到地铁4号12号线大连路地铁站走过去差不多只有300米，直达陆家嘴，外滩，连接多轨交通
                    
                    
                    
                    
                "
"近8号线对口打一学校名额未用无户口品质小区可以商贷","https://shanghai.anjuke.com/prop/view/A1614896875?from=filter&spread=filtersearch&invalid=1&region_ids=9&position=419&kwtype=filter&now_time=1552831394",55556,36,24,"南","精装修","普通住宅",1,1,1,"中层",6,"有","商品房","鞍山四村第二小区",1.9,NA,0.38,0.35,"杨浦","鞍山","鞍山四村31-58号,阜新路184弄,阜新路182弄",TRUE,TRUE,TRUE,"【房型结构超赞】：此房一房朝南，三楼的房子，主卧朝南，厨卫朝北户型，得房高，精装修，改动性大。此房产权一个人，人在上海，看中签约没有问题，满五年的，没有任何税费！竣工日期是1995年改建的，是小区里面比较新的房子，小区环境干净清爽，适合！","特色
                                            【小区户型】房子是一梯四户，有朝南分门的33平左右，朝南一门关48平左右
                                                            
                                            【生活配套】和平公园200米 假日百货130米 紫荆广场200米 新华医院200米
                    
                                            【轨道交通】8号线鞍山新村站100米
                    
                    
                    
                    
                "
"实拍照片，内环里面，地铁12号线500米，两房朝南，精装修！","https://shanghai.anjuke.com/prop/view/A1616771451?from=filter-saleMetro&spread=filtersearch&invalid=1&region_ids=9&position=420&kwtype=filter&now_time=1552831394",52830,53,27,"南","精装修","普通住宅",2,0,1,"高层",7,"无","商品房","眉州路515弄小区",1.9,105,0.38,1.5,"杨浦","东外滩","眉州路515弄",TRUE,TRUE,TRUE,"内环里面，高性价比两房，两房朝南，装修蛮好的，价格实惠！户型：2室1厅1厨1卫，2房朝南，现在业主改成了1房2厅，双南格局，阳光充足！","特色
                                                            
                                            【生活配套】大型商业：滨江百联700米，长阳路欧尚超市步行1100米
                    
                                            【轨道交通】地铁12号线宁国路站5号口700米，地铁12号线和正在施工的18号线江浦公980米！
                    
                                            【附近学校】教育：对口公办杭一小学，附近比较好的学校，小区门口公办向阳幼儿园，对口辽阳中学
                    
                    
                    
                "
